type,subtype,ammunition,name,device,location,filepath,numshots
Handgun,Pistol,0.380 Auto,Lorcin L380,Zoom,"-30 Degrees, 40 Meters",\Forensics_Files\Lorcin380_Zoom\ZM_005B_S04.wav,
Handgun,Pistol,0.380 Auto,Lorcin L380,Zoom,"40 Degrees, 10 Meters",\Forensics_Files\Lorcin380_Zoom\ZM_205A_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_077B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_157B_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"40 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_217A_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"-30 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_017B_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_137B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"40 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_217A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_077B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_157B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"-30 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_017B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_137B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_137B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"40 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_217A_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"-30 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_017B_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_157B_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_077B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"40 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_217A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_137B_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"40 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_217A_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"-30 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_017B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_157B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_077B_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_077B_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_157B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"40 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_217A_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"-30 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_017B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_137B_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_137B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"-30 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_017B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_157B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_077B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_137A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"-30 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_017A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"30 Degrees, 9 Meters",\Forensics_Files\M16_iPhone\IP_157A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_077A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"0 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_197B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"0 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_197B_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_077A_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"30 Degrees, 9 Meters",\Forensics_Files\M16_iPhone\IP_157A_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"12 Degrees, 75 Meters",\Forensics_Files\M16_iPhone\IP_197C_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"20 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_217B_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"-30 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_017A_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_137A_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_137A_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"20 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_217B_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"-30 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_017A_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"12 Degrees, 75 Meters",\Forensics_Files\M16_iPhone\IP_197C_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"30 Degrees, 9 Meters",\Forensics_Files\M16_iPhone\IP_157A_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_077A_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"0 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_197B_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"12 Degrees, 75 Meters",\Forensics_Files\M16_iPhone\IP_197C_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"20 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_217B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_137A_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"20 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_217B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"-30 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_017A_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"12 Degrees, 75 Meters",\Forensics_Files\M16_iPhone\IP_197C_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"30 Degrees, 9 Meters",\Forensics_Files\M16_iPhone\IP_157A_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_077A_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"0 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_197B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"0 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_197B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_077A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"30 Degrees, 9 Meters",\Forensics_Files\M16_iPhone\IP_157A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"-30 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_017A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_137A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"20 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_217B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"12 Degrees, 75 Meters",\Forensics_Files\M16_iPhone\IP_197C_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"0 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_197B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_077A_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"30 Degrees, 9 Meters",\Forensics_Files\M16_iPhone\IP_157A_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"12 Degrees, 75 Meters",\Forensics_Files\M16_iPhone\IP_197C_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"20 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_217B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"-30 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_017A_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"130 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_137A_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_057B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_097A_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_117B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_117B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_097A_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_057B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_057B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_097A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_117B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_117B_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_097A_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_057B_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_117B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_097A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_057B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_057B_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_097A_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 3 Meters",\Forensics_Files\M16_iPhone\IP_117B_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_057A_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_177A_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_097B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_117A_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\M16_iPhone\IP_197D_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\M16_iPhone\IP_197D_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_117A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_097B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_177A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_057A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\M16_iPhone\IP_197D_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_117A_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_097B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_177A_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_057A_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_057A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_177A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_097B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\M16_iPhone\IP_197D_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_117A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_117A_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\M16_iPhone\IP_197D_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_097B_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_177A_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_057A_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"90 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_057A_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"60 Degrees, 20 Meters",\Forensics_Files\M16_iPhone\IP_177A_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 40 Meters",\Forensics_Files\M16_iPhone\IP_097B_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"180 Degrees, 10 Meters",\Forensics_Files\M16_iPhone\IP_117A_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,iPhone,"23 Degrees, 150 Meters",\Forensics_Files\M16_iPhone\IP_197D_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"40 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_217A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"90 Degrees, 3 Meters",\Forensics_Files\M16_Samsung\SA_157B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 20 Meters",\Forensics_Files\M16_Samsung\SA_077B_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"90 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_137B_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"-30 Degrees, 40 Meters",\Forensics_Files\M16_Samsung\SA_017B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"40 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_217A_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"-30 Degrees, 40 Meters",\Forensics_Files\M16_Samsung\SA_017B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"40 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_217A_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"90 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_137B_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 20 Meters",\Forensics_Files\M16_Samsung\SA_077B_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"90 Degrees, 3 Meters",\Forensics_Files\M16_Samsung\SA_157B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"90 Degrees, 3 Meters",\Forensics_Files\M16_Samsung\SA_157B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 20 Meters",\Forensics_Files\M16_Samsung\SA_077B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"90 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_137B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"-30 Degrees, 40 Meters",\Forensics_Files\M16_Samsung\SA_017B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"-30 Degrees, 40 Meters",\Forensics_Files\M16_Samsung\SA_017B_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"40 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_217A_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"90 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_137B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 20 Meters",\Forensics_Files\M16_Samsung\SA_077B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"90 Degrees, 3 Meters",\Forensics_Files\M16_Samsung\SA_157B_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"40 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_217A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"-30 Degrees, 40 Meters",\Forensics_Files\M16_Samsung\SA_017B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"90 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_137B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 20 Meters",\Forensics_Files\M16_Samsung\SA_077B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"90 Degrees, 3 Meters",\Forensics_Files\M16_Samsung\SA_157B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"90 Degrees, 3 Meters",\Forensics_Files\M16_Samsung\SA_157B_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 20 Meters",\Forensics_Files\M16_Samsung\SA_077B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"90 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_137B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"-30 Degrees, 40 Meters",\Forensics_Files\M16_Samsung\SA_017B_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"40 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_217A_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"30 Degrees, 9 Meters",\Forensics_Files\M16_Samsung\SA_157A_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"12 Degrees, 75 Meters",\Forensics_Files\M16_Samsung\SA_197C_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"0 Degrees, 3 Meters",\Forensics_Files\M16_Samsung\SA_197B_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 40 Meters",\Forensics_Files\M16_Samsung\SA_077A_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_137A_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"-30 Degrees, 20 Meters",\Forensics_Files\M16_Samsung\SA_017A_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"-30 Degrees, 20 Meters",\Forensics_Files\M16_Samsung\SA_017A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_137A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 40 Meters",\Forensics_Files\M16_Samsung\SA_077A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"0 Degrees, 3 Meters",\Forensics_Files\M16_Samsung\SA_197B_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"30 Degrees, 9 Meters",\Forensics_Files\M16_Samsung\SA_157A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"12 Degrees, 75 Meters",\Forensics_Files\M16_Samsung\SA_197C_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"-30 Degrees, 20 Meters",\Forensics_Files\M16_Samsung\SA_017A_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_137A_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 40 Meters",\Forensics_Files\M16_Samsung\SA_077A_S01.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"0 Degrees, 3 Meters",\Forensics_Files\M16_Samsung\SA_197B_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"12 Degrees, 75 Meters",\Forensics_Files\M16_Samsung\SA_197C_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"30 Degrees, 9 Meters",\Forensics_Files\M16_Samsung\SA_157A_S06.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"30 Degrees, 9 Meters",\Forensics_Files\M16_Samsung\SA_157A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"0 Degrees, 3 Meters",\Forensics_Files\M16_Samsung\SA_197B_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 40 Meters",\Forensics_Files\M16_Samsung\SA_077A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_137A_S05.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"-30 Degrees, 20 Meters",\Forensics_Files\M16_Samsung\SA_017A_S02.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"-30 Degrees, 20 Meters",\Forensics_Files\M16_Samsung\SA_017A_S03.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 10 Meters",\Forensics_Files\M16_Samsung\SA_137A_S04.wav,
Rifle,Automatic,0.223R/5.56,M16A1 AR15,Samsung,"130 Degrees, 40 Meters",\Forensics_Files\M16_Samsung\SA_077A_S04.wav,
